@relation California-housing-19

@attribute Value numeric
@attribute Income numeric
@attribute Median-Age numeric
@attribute Rooms numeric
@attribute Bedrooms numeric
@attribute 'Population ' numeric
@attribute Occupancy numeric
@attribute Latitude numeric
@attribute Longitude numeric

@data
1.485,2.5224,19,3.56063,1.011024,3545,5.582677,33.74,-117.88
1.635,3.0083,25,3.343866,1.035316,3416,6.349442,33.74,-117.88
1.833,2.246,6,2.647788,1.056637,3800,3.362832,33.76,-117.87
1.444,2.6561,14,3.076837,1.066815,6799,3.785635,33.75,-117.87
1.625,2.6635,18,3.153846,1.153846,812,3.674208,33.75,-117.87
1.58,3.5972,39,2.669903,0.84466,554,5.378641,33.75,-117.86
1.375,1.5054,13,2.47648,0.907436,3356,5.092564,33.75,-117.86
1.025,0.971,12,3.499371,1.354717,1968,2.475472,33.75,-117.87
3.5,1.7019,26,4.326316,1.2,448,4.715789,33.75,-117.87
2.355,3.4345,37,4.486486,1.016517,2354,3.534535,33.76,-117.88
2.053,1.7823,17,4.055046,1.087156,1079,2.474771,33.76,-117.88
1.954,4.5125,50,5.74359,0.974359,747,3.192308,33.75,-117.88
1.872,2.8342,34,4.69375,1.051562,5477,8.557813,33.75,-117.88
1.768,3.6953,26,3.909489,1.024818,3262,4.762044,33.76,-117.9
1.63,3.7143,32,4.443662,1.011737,2245,5.269953,33.75,-117.9
1.772,3.8056,36,4.651489,1.001751,2370,4.150613,33.76,-117.89
1.701,3.1713,34,4.362916,1.03645,3117,4.939778,33.75,-117.89
1.875,3.5972,26,5.285714,1.227405,1235,3.600583,33.78,-117.88
2.888,6.9737,31,7.041436,0.980663,1044,2.883978,33.77,-117.88
2.374,3.3472,26,4.338398,0.925414,1572,2.171271,33.78,-117.88
1.95,4.1951,32,5.169978,1.258278,1445,3.189845,33.77,-117.89
1.896,3.9219,35,4.888587,0.932065,1239,3.366848,33.77,-117.89
1.927,4.8,34,5.223881,1.044776,723,3.597015,33.76,-117.89
3.203,8.0784,52,6.882192,0.975342,978,2.679452,33.77,-117.87
3.113,4.1071,37,6.272843,1.079949,2164,2.746193,33.76,-117.87
2.403,4.6111,39,6.388633,1.006144,1669,2.563748,33.77,-117.86
2.053,4.7083,34,5.926692,1.054511,1679,3.156015,33.76,-117.86
2.188,4.2798,14,3.994521,1.158904,615,1.684932,33.76,-117.84
2.047,2.8828,26,5.290618,1.201373,1273,2.913043,33.76,-117.85
2.157,5.375,16,4.76,1.02,93,1.86,33.76,-117.84
2.194,3.6806,22,4.666667,0.962963,196,2.419753,33.76,-117.84
1.395,4.0214,16,4.345274,1.155224,2164,2.153234,33.75,-117.84
2.138,4.5461,33,5.02965,0.881402,1053,2.838275,33.76,-117.85
2.065,4.3292,14,5.048055,1.089245,1656,1.894737,33.77,-117.84
2.331,4.0398,23,5.154783,1.046957,3570,3.104348,33.77,-117.85
2.491,3.5195,26,6.090909,1.056364,1314,2.389091,33.77,-117.84
2.296,4.3698,26,5.184275,1.004914,1146,2.815725,33.76,-117.84
2.964,4.9957,22,5.718222,1.043556,2703,2.402667,33.75,-117.83
2.365,4.6161,30,5.95092,1.09407,1270,2.597137,33.75,-117.82
1.465,2.8261,24,4.532995,1.060914,342,1.736041,33.75,-117.82
1.378,3.0958,25,4.310618,1.077655,1559,2.470681,33.74,-117.82
2.102,3.4152,34,4.691358,1.059965,1475,2.601411,33.75,-117.83
2.522,5.021,23,5.448598,0.990654,1574,2.451713,33.75,-117.81
2.472,5.2998,30,6.646182,1.026071,1540,2.867784,33.74,-117.8
2.528,3.5719,19,4.38733,1.078589,2828,2.267843,33.73,-117.81
2.169,3.3047,24,4.306709,1.036741,1908,3.047923,33.74,-117.81
1.406,3.0305,19,4.215933,1.022013,2334,2.446541,33.73,-117.81
2.342,4.7273,23,5.506306,1.001802,1508,2.717117,33.73,-117.81
1.37,3.8703,23,3.765926,1.143704,1720,2.548148,33.73,-117.82
2.25,4.7039,24,4.447368,1,482,2.536842,33.73,-117.82
2.23,5.0162,27,4.810606,0.977273,809,3.064394,33.73,-117.82
1.836,3.0382,23,4.019724,1.067061,4088,2.687705,33.74,-117.83
1.604,3.5387,20,3.937201,1.090102,4853,3.312628,33.73,-117.83
3.668,6.9014,27,7.925373,1.029851,1017,3.035821,33.76,-117.8
4.872,11.0546,25,8.180723,1.012048,796,3.196787,33.76,-117.79
5.00001,13.466,26,8.874233,1.058282,983,3.015337,33.75,-117.79
5.00001,9.3845,26,7.922252,1.010724,1074,2.879357,33.75,-117.79
2.866,5.3903,29,6.451477,1.029536,1197,2.525316,33.75,-117.8
2.902,6.5616,33,6.393805,1.002212,1300,2.876106,33.74,-117.8
2.278,3.7031,25,5.163755,1.028384,1197,2.613537,33.75,-117.81
4.513,8.5403,23,7.851528,0.984716,1292,2.820961,33.77,-117.79
4.39,6.9014,21,8.379576,1.065511,1680,3.236994,33.77,-117.79
5.00001,11.4537,25,8.897638,1.027559,719,2.830709,33.76,-117.78
4.815,10.1714,6,8.305344,1.08821,3744,3.175573,33.78,-117.78
3.74,8.2653,4,7.231265,1.021757,3754,3.02498,33.79,-117.76
5.00001,11.0124,19,8.29108,0.943662,1200,2.816901,33.76,-117.77
3.246,7.0565,32,7.2125,0.940625,967,3.021875,33.77,-117.82
2.032,4.1151,22,5.297491,1.150538,1342,2.405018,33.77,-117.83
2.854,4.275,26,6.028117,1.042787,2249,2.749389,33.77,-117.83
2.878,6.5308,27,7.209821,1.002232,1193,2.662946,33.76,-117.82
3.592,7.1882,27,7.582353,0.923529,976,2.870588,33.77,-117.82
2.656,6.2944,33,6.815725,1.051597,1229,3.019656,33.76,-117.82
2.818,5.5654,32,6.356037,1.049536,835,2.585139,33.76,-117.81
3.495,8.7496,29,7.935766,1.032117,2046,2.986861,33.77,-117.8
3.346,7.2392,31,7.28189,0.982677,1852,2.916535,33.77,-117.81
4.771,10.157,8,9.180451,1.107769,2569,3.219298,33.83,-117.81
3.776,8.3818,13,7.533066,0.97996,1496,2.997996,33.83,-117.83
2.314,3.6707,23,5.441176,1.072549,1226,2.403922,33.83,-117.83
1.656,4.0484,15,5.389916,1.087395,1414,2.376471,33.8,-117.82
2.181,4.8542,29,5.549618,0.900763,724,2.763359,33.79,-117.83
2.223,4.1339,26,4.280389,1.025932,3657,5.927066,33.79,-117.82
2.21,5.8622,30,6.456164,1.038356,2271,3.110959,33.8,-117.83
1.96,3.8681,31,4.977778,1.009877,1095,2.703704,33.8,-117.83
2.357,5.3041,37,5.741597,0.966387,1378,2.894958,33.79,-117.84
2.201,2.9312,25,4.5,1.115217,1078,2.343478,33.79,-117.83
1.996,2.378,34,4.259868,0.991776,1658,2.726974,33.79,-117.84
2.292,4.6125,26,5.965278,1.00463,1086,2.513889,33.78,-117.84
2.48,4.25,24,5.353436,1.103787,1656,2.322581,33.78,-117.84
2.119,3.75,23,5.39688,1.057192,2045,3.544194,33.79,-117.81
3.185,6.58,25,7.704334,0.998452,2061,3.190402,33.78,-117.82
2.705,5.7934,27,7.250505,1.024242,1484,2.99798,33.78,-117.81
2.747,5.4562,28,6.547445,0.973723,2048,2.989781,33.78,-117.82
5.00001,12.2092,20,8.836991,1,1019,3.194357,33.82,-117.81
5.00001,11.1228,17,8.586705,1.011561,1180,3.410405,33.83,-117.8
5.00001,8.3637,22,8.938028,1.047887,1181,3.326761,33.82,-117.82
4.318,8.9257,19,8.213542,1.015625,1404,3.65625,33.81,-117.81
5.00001,10.8111,22,8.944444,1.033951,1057,3.262346,33.82,-117.81
4.569,9.9055,19,9.830769,1.169231,822,3.161538,33.81,-117.82
2.676,5.7817,26,7.100218,0.993464,1354,2.949891,33.82,-117.83
1.5,3.6953,23,4.11985,1.067416,940,3.520599,33.82,-117.83
2.256,2.8403,24,4.256595,1.073141,2828,3.390887,33.81,-117.83
2.44,5.4395,25,6.638404,1.002494,1247,3.109726,33.81,-117.82
2.342,5.4298,28,6.04908,0.966258,970,2.97546,33.81,-117.83
2.367,6.0705,30,6.627566,1.01173,1182,3.466276,33.81,-117.82
2,3.4234,46,5.494048,1.139881,867,2.580357,33.79,-117.85
2.368,3.6827,52,5.758904,1.10411,898,2.460274,33.79,-117.85
1.464,3.1792,31,3.712329,0.971549,2660,2.80295,33.79,-117.86
2.11,3.8929,52,4.73012,1.036145,1197,2.884337,33.79,-117.85
2.121,3.3939,23,3.74061,1.021127,1977,2.320423,33.78,-117.85
2.15,3.125,25,4.156151,1.041009,1710,2.697161,33.78,-117.86
2.25,4.575,16,4.690987,1.096567,908,1.948498,33.77,-117.85
2.364,2.4688,40,3.64723,0.979592,729,2.125364,33.79,-117.85
1.875,3.8929,34,4.441038,0.962264,1227,2.893868,33.79,-117.86
1.788,2.6959,21,3.757618,1.012465,1952,2.703601,33.78,-117.86
1.685,4.3039,21,5.034413,1.159919,1515,3.066802,33.78,-117.87
1.735,4.7208,19,4.719799,0.951342,1334,2.238255,33.78,-117.87
1.86,3.7454,30,4.367171,1.12743,1196,2.583153,33.78,-117.87
1.904,3.5172,35,5.023881,1.035821,1242,3.707463,33.8,-117.86
1.945,4.105,42,5.475936,1.02139,483,2.582888,33.79,-117.86
2.199,4.192,25,4.886756,1.046065,1543,2.961612,33.79,-117.87
1.903,5.1418,32,5.030508,1,928,3.145763,33.79,-117.88
1.938,2.8835,16,3.852032,1.05943,5085,3.083687,33.78,-117.89
1.979,3.3627,25,4.27284,1.073171,7111,2.939644,33.78,-117.9
2.717,6.6719,26,8.02682,1.072797,793,3.038314,33.84,-117.85
1.594,3.0087,19,4.3125,0.98,920,2.3,33.84,-117.86
2.473,5.1785,17,6.165577,1.093682,1370,2.984749,33.84,-117.85
2.324,5.6784,26,6.283828,0.963696,945,3.118812,33.83,-117.85
2.271,5.3439,23,5.82598,0.987745,1101,2.698529,33.83,-117.86
2.194,4.5217,23,5.186761,1.021277,2526,2.985816,33.84,-117.84
1.531,2.8235,34,4.06576,1.088435,1722,3.904762,33.8,-117.86
2.481,4.9917,26,5.387387,0.98713,2447,3.149292,33.81,-117.85
2.345,4.0417,32,5.351515,0.975758,876,2.654545,33.81,-117.85
2.167,3.825,34,6.247059,1.109804,872,3.419608,33.8,-117.85
1.941,4.3269,40,5.534091,1.083333,1322,5.007576,33.8,-117.85
2.449,4.0324,26,5.6417,1.037449,2607,2.638664,33.81,-117.84
2.221,4.3661,35,5.797665,0.976654,629,2.447471,33.8,-117.84
2.306,3.59,34,6.109756,1.009146,843,2.570122,33.8,-117.84
2.309,6.6603,9,6.206642,1.073801,1015,3.745387,33.82,-117.86
2.512,4.7946,24,6.311234,1.036832,4926,3.023941,33.82,-117.84
2.326,5.0629,23,5.738117,1.05219,2817,2.625349,33.84,-117.84
1.828,3.5521,35,4.825328,1.082969,2425,3.52984,33.84,-117.89
2.008,5.6276,35,6.558242,0.98022,1435,3.153846,33.83,-117.89
2.118,3.8456,33,5.057756,1.008251,2204,3.636964,33.83,-117.9
1.791,4.8906,21,5.356902,1.003367,904,3.043771,33.82,-117.89
1.875,6.0224,38,5.1,1.2,41,4.1,33.8,-117.89
2.162,5.0605,24,5.660714,0.9375,700,3.125,33.82,-117.89
1.405,3.6761,18,4.403581,1.114325,1894,2.608815,33.82,-117.89
2.801,3.7604,15,5.804143,1.009416,1268,2.387947,33.81,-117.87
2.354,5.3812,10,5.316038,1.146226,1584,2.490566,33.84,-117.87
2.385,3.5893,26,5.411552,1.046931,755,2.725632,33.84,-117.88
2.238,3.7303,31,4.840176,1.043988,1532,2.246334,33.84,-117.88
2.31,5.6163,27,6.51567,1.005698,1140,3.247863,33.83,-117.87
2.412,6.4685,22,6.721374,1.03626,1706,3.255725,33.83,-117.88
2.667,6.8407,25,7.111554,0.988048,750,2.988048,33.83,-117.88
2.25,3.8631,17,3.635922,1.140777,1382,2.236246,33.82,-117.88
2.32,6.0488,26,5.826797,0.973856,1048,3.424837,33.82,-117.88
2.494,5.9397,26,6.957143,0.988571,1088,3.108571,33.82,-117.87
2.239,3.7772,26,5.412414,1.077241,2332,3.216552,33.85,-117.88
2.247,4.375,34,6.226519,1.022099,588,3.248619,33.85,-117.88
2.139,6.1168,34,5.875,0.891667,837,3.4875,33.84,-117.88
2.25,5.1782,33,6.228571,0.967347,906,3.697959,33.84,-117.88
1.871,4.325,31,4.688187,1.049451,2326,3.195055,33.85,-117.9
1.935,3.6,35,5.289157,0.987952,1026,3.090361,33.85,-117.9
2.73,3.875,18,5.357895,1.089474,1292,3.4,33.85,-117.89
1.862,3.3375,32,5.245098,1.026144,986,3.222222,33.85,-117.9
2.013,3.2303,13,3.664352,1.097222,1672,3.87037,33.85,-117.89
1.874,3.5329,31,4.5,1.030837,1524,3.356828,33.84,-117.9
1.951,2.8021,33,4.794562,1.129909,1159,3.501511,33.84,-117.89
2.25,2.3173,25,4.329825,1.231579,507,1.778947,33.85,-117.88
2.627,3.9286,25,4.71164,0.92328,918,2.428571,33.84,-117.88
2.373,4.5,23,4.835735,1.063401,912,2.628242,33.84,-117.87
2.314,4.0724,25,5.007792,1.075325,961,2.496104,33.84,-117.87
1.39,4.5112,16,4.414286,1.011429,730,2.085714,33.84,-117.87
2.492,5.1182,17,6.002506,1.027569,1224,3.067669,33.84,-117.87
2.541,4.2276,17,4.586275,1.044118,2427,2.379412,33.85,-117.85
1.585,4.9306,17,4.635246,0.967213,622,2.54918,33.85,-117.86
1.661,2.3704,38,4.082353,1.043137,1592,3.121569,33.85,-117.92
2.23,4.6111,45,5.355438,1.045093,1549,4.108753,33.84,-117.92
1.701,3.2344,44,5.045082,1.057377,682,2.795082,33.85,-117.92
1.567,2.7014,35,3.490637,0.966292,1147,4.29588,33.85,-117.91
1.754,2.9583,35,3.863354,1.006211,1603,4.978261,33.84,-117.91
1.8,3.025,22,4.006803,0.982993,865,2.942177,33.85,-117.91
1.625,2.6563,29,3.651163,1.12093,1849,4.3,33.84,-117.91
1.181,1.9621,27,4.079002,1.130977,1492,3.101871,33.85,-117.93
1.686,3.3393,26,4.122271,0.936681,1550,3.384279,33.85,-117.94
1.784,2.9474,33,5.605856,1.22973,1857,4.182432,33.85,-117.93
1.839,3.875,31,7.115894,1.539735,966,3.198675,33.85,-117.93
1.639,4.2019,25,3.625442,1.017668,1646,5.816254,33.85,-117.93
1.969,3.2188,36,5.477041,1.061224,1011,2.579082,33.85,-117.93
1.862,4.275,37,5.653846,1.163462,436,4.192308,33.85,-117.94
1.899,3.2301,23,4.799331,1.091973,1680,2.809365,33.84,-117.93
2.035,4.1325,13,5.064,1.037091,3892,2.830545,33.85,-117.95
1.892,4.125,35,6.317204,1.026882,568,3.053763,33.85,-117.96
1.829,4.0061,30,5.324153,1.008475,1611,3.413136,33.85,-117.97
1.857,4.8438,36,5.449721,1.019553,1254,3.502793,33.85,-117.96
1.837,3.4028,32,3.075893,1.098214,1202,2.683036,33.84,-117.95
1.734,3.75,19,4.473146,1.038363,969,2.478261,33.84,-117.95
1.8,3.5455,34,5.637615,0.986239,1035,4.747706,33.84,-117.95
1.354,3.1884,25,5.18863,1.073643,2166,2.79845,33.84,-117.94
1.821,3.6214,28,2.849057,0.976415,615,2.900943,33.84,-117.94
1.815,4.765,23,5.770718,1.041436,1085,2.997238,33.85,-117.98
1.911,3.9539,33,5.65679,1.083951,1187,2.930864,33.84,-117.98
1.896,5.0747,35,4.944724,0.899497,661,3.321608,33.84,-117.98
1.707,5.1057,45,5.381579,0.967105,546,3.592105,33.85,-117.97
1.863,3.4583,31,4.467456,1.059172,1617,3.189349,33.84,-117.96
1.868,4.8667,34,5.712418,1,549,3.588235,33.84,-117.97
1.902,5.25,35,5.788321,0.934307,589,4.29927,33.84,-117.97
1.917,4.2679,25,4.942,1.036,1539,3.078,33.84,-117.97
2.19,2.8348,18,4.766816,0.93722,462,2.071749,33.84,-117.97
2.555,4.9115,31,5.231579,0.959649,1895,3.324561,33.84,-117.99
1.875,3.2546,16,4.045726,1.121272,1118,2.222664,33.83,-117.97
2.207,4.6042,31,5.539823,0.995575,714,3.159292,33.84,-117.98
1.858,3.3006,17,3.926092,1.110862,2104,2.356103,33.83,-117.98
2.047,3.2326,21,4.506,1.16,1536,3.072,33.82,-118
2.259,4.0625,31,5.505618,1.067416,1356,3.808989,33.82,-118.01
2.023,2.5577,24,3.690533,1.093079,3093,2.460621,33.83,-118.01
2.196,2.4609,23,4.344,1.072,825,3.3,33.83,-118.01
1.961,3.9333,26,4.668478,1.046196,1022,2.777174,33.83,-118
2.125,2.2401,24,4.873346,1.096408,1217,2.300567,33.83,-118
2.248,4.5294,18,5.348457,1.014519,1820,3.303085,33.82,-118
1.99,3.2539,25,5.226788,1.270928,1749,2.6621,33.83,-117.99
2.521,3.1538,19,4.328261,1.147826,1202,2.613043,33.82,-117.99
1.914,5.2657,35,5.983871,1.016129,916,3.693548,33.83,-117.99
2.155,4.1167,33,4.601179,0.933202,1367,2.685658,33.82,-117.99
2.285,3.2823,17,4.463446,1.21671,2460,3.211488,33.83,-117.98
2,4.9219,34,5.965517,1.005747,578,3.321839,33.82,-117.98
2.181,5.5486,34,5.352697,0.912863,867,3.59751,33.82,-117.98
2.308,6.213,32,6.058824,0.887701,523,2.796791,33.83,-117.98
2.009,4.0185,22,4.910979,1.020772,1807,2.681009,33.83,-117.97
2.052,2.9891,26,4.651394,1.003984,1121,2.233068,33.82,-117.97
1.977,3.7655,26,4.352495,1.06833,2442,2.64859,33.82,-117.97
1.974,3.3831,30,4.785835,1.094435,1758,2.964587,33.83,-117.96
1.375,3.1315,18,3.820702,1.42329,870,1.608133,33.83,-117.96
2.989,6.1001,29,7.023529,1.035294,474,2.788235,33.83,-117.96
1.714,3.65,18,4.421734,1.054334,1961,2.536869,33.84,-117.95
3.5,3.25,20,4.72093,1.116279,494,2.872093,33.83,-117.94
2.178,4.9394,31,5.861985,0.941889,1348,3.263923,33.83,-117.95
2.154,3.8828,34,6.701493,1.054726,676,3.363184,33.82,-117.94
1.969,3.4,27,4.203077,1.003077,878,2.701538,33.82,-117.94
2.132,3.6875,29,5.015411,1.09589,1618,2.770548,33.82,-117.95
2.167,5.0599,35,5.271429,0.985714,641,3.052381,33.83,-117.95
2.208,6.3214,34,6.294872,0.948718,498,3.192308,33.83,-117.96
2.109,3.8214,36,5.897436,1.012821,690,2.948718,33.83,-117.95
1.863,2.4942,32,4.703412,1.07874,1131,2.968504,33.83,-117.93
1.872,4.3583,36,6.11399,1.049223,1479,3.831606,33.82,-117.92
2.081,2.3347,29,3.646154,1.048718,1057,2.710256,33.82,-117.94
2.286,5.0764,24,5.455069,1.10023,2600,2.995392,33.82,-117.94
1.988,3.0179,28,4.310406,0.978836,1848,3.259259,33.82,-117.93
2.2,3.2969,38,4.733813,0.946043,671,2.413669,33.84,-117.92
1.713,2.5564,6,3.650757,1.152503,1894,2.204889,33.83,-117.92
2.019,3.375,30,3.992327,0.974425,1104,2.823529,33.83,-117.93
2.871,6.0531,34,7.081967,0.977049,852,2.793443,33.84,-117.93
2.825,3.475,26,4.966431,1.081272,1374,2.427562,33.84,-117.93
3.5,2.2716,26,2.89,0.9825,1880,4.7,33.84,-117.91
1.647,2.8072,23,4.11204,1.152174,2720,4.548495,33.83,-117.9
1.75,1.119,9,3.569231,1.132308,735,2.261538,33.83,-117.91
2.125,1.425,17,4.716049,1.061728,272,3.358025,33.83,-117.92
1.654,1.5903,16,3.690763,1.016064,912,3.662651,33.84,-117.91
1.681,3.125,25,3.957364,0.976744,975,3.77907,33.84,-117.91
1.606,3.6607,47,4.623853,1.036697,375,3.440367,33.83,-117.91
1.614,3.0288,37,4.27572,1.069959,719,2.958848,33.83,-117.91
1.793,5.0275,36,5.469388,0.984694,639,3.260204,33.83,-117.92
1.664,3.6042,52,5.167235,1.027304,855,2.918089,33.83,-117.92
1.708,2.5509,32,3.680556,1.045635,2568,5.095238,33.83,-117.91
1.669,2.4931,32,4.316364,1.098182,1003,3.647273,33.82,-117.9
1.524,4.5057,10,3.650943,1.193396,1535,3.620283,33.82,-117.92
1.846,2.9479,32,4.306709,1.022364,2330,3.722045,33.82,-117.91
1.829,2.3843,29,5.328413,1.202952,1038,3.830258,33.82,-117.91
1.531,2.5625,18,3.473529,1.038235,781,2.297059,33.81,-117.91
1.796,3.7014,32,4.957746,1.080986,1331,4.68662,33.82,-117.91
1.663,4.8981,18,5.845471,1.042629,1640,2.912966,33.81,-117.93
2.051,5.6047,34,5.369565,0.940217,759,4.125,33.81,-117.92
2.18,4.2731,34,5.451117,1.001397,2054,2.868715,33.8,-117.93
1.595,4.6696,17,4.841912,0.941176,679,2.496324,33.8,-117.92
0.45,2.9231,21,4.00597,0.973134,748,2.232836,33.8,-117.9
1.575,2.4833,22,3.844358,1.075227,2639,3.422827,33.8,-117.9
3.5,3.0789,23,3.821229,1.108939,1940,5.418994,33.8,-117.9
2.125,4.375,27,5.205742,1.057416,1440,3.444976,33.8,-117.9
2.38,4.2759,33,5.51312,0.973761,932,2.717201,33.81,-117.94
2.143,3.256,25,3.804396,1.059341,1127,2.476923,33.81,-117.94
2.274,5.8461,34,6.323529,0.995098,664,3.254902,33.81,-117.94
2.432,4.5714,26,5.044444,0.822222,735,2.333333,33.81,-117.94
2.548,4.9429,28,5.839679,0.97996,1500,3.006012,33.8,-117.94
1.722,3.6771,24,4.538462,1.115385,3003,2.961538,33.81,-117.94
2.319,4.8611,29,5.950178,0.950178,891,3.170819,33.8,-117.93
2.087,4.0735,35,6.137931,1.091954,514,2.954023,33.82,-117.95
2.247,4.3269,35,6.64881,1.077381,496,2.952381,33.82,-117.95
1.834,3.63,32,4.75208,1.034942,1499,2.494176,33.82,-117.96
1.974,3.7917,32,5.13371,1.047081,1513,2.849341,33.82,-117.96
1.952,4.7667,30,5.244604,0.942446,488,3.510791,33.8,-117.96
1.774,5.2384,35,5.543269,0.923077,884,4.25,33.81,-117.96
1.825,4.7772,34,4.985915,0.975352,980,3.450704,33.81,-117.96
1.8,4.7738,35,6.048485,0.987879,1409,4.269697,33.81,-117.96
1.804,3.707,29,5.084112,1.093458,1632,3.813084,33.82,-117.96
2.094,3.6422,19,4.344203,0.90942,730,2.644928,33.82,-117.96
1.952,5.118,33,6.049123,1.021053,943,3.308772,33.81,-117.95
1.839,4.4663,34,5.725664,1.050147,1021,3.011799,33.81,-117.96
2.407,4.025,24,5.976087,1.082609,1367,2.971739,33.81,-117.95
2.018,4.3636,33,5.510204,1.014842,1869,3.467532,33.81,-118
1.747,3.5268,22,4.493197,1.088435,1702,2.894558,33.81,-118
1.771,4.5179,25,5.40118,1.017699,809,2.386431,33.81,-118.01
2.028,3.1087,24,4.735016,1.015773,1495,2.358044,33.82,-118
1.538,4.1276,13,4.429936,0.963376,1749,2.785032,33.81,-118
1.463,3.7059,17,5.199029,1.058252,946,2.296117,33.81,-118
1.625,3.975,18,3.908163,0.959184,487,4.969388,33.8,-117.99
1.965,2.8835,17,4.447674,1.174419,883,2.56686,33.81,-118
1.896,2.8625,21,4.958696,1.21087,1510,3.282609,33.82,-117.99
1.829,2.4526,23,4.332454,1.048813,3257,4.296834,33.81,-117.99
1.531,2.2,42,3.22,0.8,157,3.14,33.81,-117.99
1.625,4.1667,46,2.714286,0.571429,66,4.714286,33.81,-117.99
1.818,2.582,28,4.617801,1.068063,2304,3.015707,33.81,-117.98
1.831,3.7201,18,4.602454,1.077301,2281,2.798773,33.81,-117.98
2.156,5.152,35,5.571429,0.968944,479,2.975155,33.81,-117.98
2.063,2.8042,26,4.017982,1.07992,2457,2.454545,33.81,-117.97
1.806,4.485,30,5.276316,1.013158,1753,3.844298,33.81,-117.97
1.808,3.3281,25,5.102729,1.025682,2526,4.054575,33.8,-117.99
1.69,4.5263,33,6.552381,1.028571,1384,4.393651,33.79,-117.99
1.905,3.1801,29,4.814815,1.091618,1589,3.097466,33.79,-117.99
1.678,3.9566,35,5.068282,1.028634,2272,5.004405,33.79,-117.99
2.275,5.4876,35,6.163265,0.994169,1077,3.139942,33.8,-117.98
1.797,4.1115,35,4.908333,0.995833,1659,3.45625,33.79,-117.98
1.914,4.3036,32,5.375622,1.074627,1503,3.738806,33.8,-117.98
2.256,5.4631,35,6.589404,1.046358,1614,3.562914,33.8,-117.97
2.114,3.6849,33,5.529611,1.084602,1704,2.883249,33.79,-117.97
1.435,3.6531,18,5.642638,1.064417,1820,2.791411,33.79,-118
2.13,3.5313,15,4.516913,1.049683,2300,2.43129,33.78,-117.99
2.133,3.2857,21,3.945827,1.035139,1888,2.764275,33.79,-117.99
1.875,3.9798,31,5.017762,0.969805,1908,3.388988,33.78,-117.98
2.242,4.1818,34,5.556561,0.927602,1289,2.91629,33.79,-117.97
1.739,3.1049,19,4.644696,1.065913,3554,2.231011,33.78,-117.99
2.038,3.9479,35,5.362862,1.017036,2110,3.594549,33.78,-117.97
1.802,3.2636,22,4.625,1.055435,2901,3.153261,33.78,-117.98
2.313,3.4821,33,5.126615,1.085271,1119,2.891473,33.8,-117.96
2.218,5.2816,36,5.965174,1.002488,1261,3.136816,33.79,-117.96
2.18,5.244,35,5.488971,0.981618,811,2.981618,33.8,-117.96
1.884,4.425,33,6.103359,1.018088,1185,3.062016,33.8,-117.96
2.183,5.6935,34,6.380247,1.007407,1233,3.044444,33.79,-117.95
1.91,3.9536,26,4.987879,1.070303,2184,2.647273,33.78,-117.95
2.145,2.0677,29,3.761411,1.039419,1170,2.427386,33.79,-117.96
2.292,6.37,35,6.129032,0.926267,658,3.032258,33.78,-117.96
2.143,2.8,23,3.899576,1.03819,1811,2.561528,33.8,-117.94
1.906,4.4667,34,5.812375,1.037924,1625,3.243513,33.79,-117.95
2.146,4.6389,34,5.664384,0.976027,905,3.099315,33.8,-117.95
2.157,5.237,32,6.187817,0.974619,634,3.218274,33.8,-117.95
2.365,4.7986,24,5.701228,1.069577,1902,2.594816,33.79,-117.94
2.313,4.3906,36,5.862162,0.97027,1018,2.751351,33.78,-117.93
1.992,4.7731,34,5.837778,1.04,1409,3.131111,33.78,-117.94
1.908,4.0909,36,6.043478,1.030691,1240,3.171355,33.79,-117.93
1.934,5.2129,34,5.93719,1.018182,2138,3.533884,33.79,-117.93
1.905,4.5739,35,6.010101,0.969697,1033,3.478114,33.79,-117.92
1.987,3.1726,29,4.190692,1.099886,2683,3.045403,33.79,-117.92
1.843,2.8622,26,4.516502,1.013201,1877,3.09736,33.79,-117.92
1.703,4.25,22,4.493388,1.072228,2759,2.806714,33.79,-117.91
1.779,4.0362,33,5.100935,1.026168,2223,4.15514,33.78,-117.91
1.823,3.9018,28,5.245509,0.982036,2187,2.619162,33.78,-117.93
1.903,3.522,28,4.065242,1.079865,3282,3.691789,33.77,-117.92
1.84,3.045,26,4.44364,1.072389,3596,3.718718,33.78,-117.91
1.865,3.4837,35,4.672316,0.912429,1065,3.008475,33.78,-117.92
1.338,2.9726,9,3.603448,1.049696,2017,2.045639,33.78,-117.95
1.708,4.5052,32,4.636364,0.922078,654,4.246753,33.77,-117.94
1.759,3.2591,33,4.128134,1.04039,2235,3.112813,33.77,-117.94
1.711,3.8056,11,3.98892,1.031856,1806,2.501385,33.78,-117.94
1.661,3.0125,40,4.271429,0.971429,163,2.328571,33.78,-117.94
1.907,4.5833,36,5.627451,1.037433,1842,3.283422,33.77,-117.93
2.361,2.4931,26,3.977654,1.037244,1528,2.845438,33.78,-117.96
1.885,3.7303,32,4.315789,1.052632,1376,2.586466,33.78,-117.95
2.693,4.875,33,6.280992,0.987603,658,2.719008,33.78,-117.96
1.818,4.1917,38,4.776699,0.996764,1114,3.605178,33.77,-117.95
1.809,3.2632,38,4.848039,1.205882,691,3.387255,33.77,-117.95
2.228,4.1321,32,4.975113,1.023756,2777,3.141403,33.77,-117.96
1.622,2.9414,20,4.677647,0.997647,1277,3.004706,33.77,-117.97
